SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
0,36:11.9,0:08,60,0,36:12.0,1540931772,0.028601285,-0.440232512,-0.064801634,0.020095825,-0.143386841,-1.061035156,34.12013245,24.32292175,-74.36068726,,,,,,,,
0,36:11.9,0:08,60,0,36:12.0,1540931772,0.019471702,-0.40761092,-0.086176431,-0.013671875,-0.15222168,-1.036697388,33.88699341,24.29127502,-74.37454224,,,,,,,,
0,36:11.9,0:08,60,0,36:12.0,1540931772,-0.070432621,-0.338400955,-0.137470778,-0.045669556,-0.163391113,-0.985839844,33.5308075,24.28410339,-74.31611633,,,,,,,,
0,36:11.9,0:08,60,0,36:12.0,1540931772,-0.156878298,-0.238930557,-0.190870353,-0.066589355,-0.162536621,-0.964950562,33.34594727,24.32080078,-74.24674988,,,,,,,,
0,36:11.9,0:08,60,0,36:12.0,1540931772,-0.236369928,-0.071432638,-0.232408209,-0.069229126,-0.140441895,-0.950302124,33.34594727,24.32080078,-74.24674988,,,,,,,,
0,36:11.9,0:08,60,0,36:12.0,1540931772,-0.298064718,0.092478269,-0.231120305,-0.069229126,-0.140441895,-0.950302124,33.38070679,24.4697113,-74.08320618,,,,,,,,
0,36:11.9,0:08,60,0,36:12.1,1540931772,-0.294419116,0.15496242,-0.177501018,-0.042938232,-0.132843018,-0.96333313,33.35037231,24.63047791,-74.31303406,,,,,,,,
0,36:11.9,0:08,60,0,36:12.1,1540931772,-0.230594597,0.125833829,-0.079033034,-0.001464844,-0.135681152,-0.999252319,33.01849365,25.16235352,-74.23323059,,,,,,,,
0,36:11.9,0:08,60,0,36:12.1,1540931772,-0.178838458,0.043890759,0.00223892,-0.001464844,-0.135681152,-0.999252319,33.26519775,25.1134491,-74.29968262,,,,,,,,
0,36:11.9,0:08,60,0,36:12.1,1540931772,-0.161681575,-0.027805799,0.038555648,-0.002853394,-0.163085938,-0.994949341,33.08293152,25.15039063,-73.91792297,,,,,,,,
0,36:11.9,0:08,60,0,36:12.1,1540931772,-0.173538235,-0.066424298,-0.012890499,-0.058563232,-0.219070435,-1.014907837,33.42359924,25.2379303,-74.13032532,,,,,,,,
0,36:11.9,0:08,60,0,36:12.2,1540931772,-0.132180674,-0.058954397,-0.086780702,-0.048934937,-0.213012695,-1.014266968,33.21884155,25.04528809,-74.14863586,,,,,,,,
0,36:11.9,0:08,60,0,36:12.2,1540931772,-0.187215697,0.024939172,-0.10701034,0.002075195,-0.19354248,-0.96836853,33.15765381,25.05755615,-74.07344055,,,,,,,,
0,36:11.9,0:08,60,0,36:12.2,1540931772,-0.238590205,0.062091334,-0.078038876,0.002075195,-0.19354248,-0.96836853,33.17430115,25.28657532,-74.37626648,,,,,,,,
0,36:11.9,0:08,60,0,36:12.2,1540931772,-0.189937714,0.079968869,-0.067319919,0.00112915,-0.172851563,-1.024902344,33.03840637,25.39167786,-74.14555359,,,,,,,,
0,36:11.9,0:08,60,0,36:12.2,1540931772,-0.101298392,0.092007422,-0.044838312,-0.001159668,-0.165420532,-1.030166626,33.02485657,25.472229,-74.06523132,,,,,,,,
