Timestamp,MagX,MagY,MagZ
36:15.6,24.38032532,6.598480225,-72.50613403
36:15.6,23.66929626,6.584289551,-72.23309326
36:15.7,23.0316925,6.477127075,-72.27177429
36:15.7,22.46960449,5.967956543,-71.77490234
36:15.7,22.54907227,5.175170898,-71.87814331
36:15.7,22.69477844,4.679885864,-72.04476929
36:15.7,22.69477844,4.679885864,-72.04476929
36:15.7,22.88876343,4.252944946,-72.12815857
36:15.8,22.80264282,3.726119995,-72.15246582
36:15.8,22.39196777,3.031478882,-71.73233032
36:15.8,22.26977539,2.355651855,-72.07637024
36:15.8,22.43292236,1.780197144,-71.85475159
36:15.8,22.65596008,1.192321777,-71.86450195
36:15.8,22.65596008,1.192321777,-71.86450195
36:15.9,23.00987244,0.189590454,-72.11676025
36:15.9,22.83610535,-0.163787842,-71.82714844
36:15.9,22.88406372,-1.105117798,-71.70346069
36:15.9,22.78373718,-1.551422119,-71.72554016
36:15.9,23.25411987,-2.188156128,-71.72366333
36:16.0,23.41596985,-2.76373291,-71.65821838
36:16.0,23.50309753,-3.246490479,-71.43727112
36:16.0,23.78421021,-4.156219482,-71.29974365
36:16.0,23.64389038,-4.360794067,-71.00274658
36:16.0,23.97575378,-4.89263916,-71.08255005
36:16.0,24.15621948,-5.239028931,-71.08563232
36:16.1,24.15621948,-5.239028931,-71.08563232
36:16.1,24.46098328,-5.609786987,-71.00479126
36:16.1,24.71369934,-6.358505249,-70.86280823
36:16.1,24.97395325,-6.487960815,-71.00958252
36:16.1,25.45524597,-6.814346313,-70.29304504
36:16.1,25.60536194,-6.999923706,-70.52597046
36:16.2,25.60536194,-6.999923706,-70.52597046
36:16.2,25.60731506,-6.999725342,-70.29167175
36:16.2,25.88562012,-7.209320068,-69.97209167
36:16.2,26.13772583,-7.958099365,-69.90820313
36:16.2,26.28846741,-8.143630981,-70.0630188
36:16.2,26.83079529,-8.173049927,-70.03462219
36:16.3,26.83079529,-8.173049927,-70.03462219
36:16.3,27.20050049,-8.246444702,-70.17337036
36:16.3,27.66696167,-8.492385864,-69.53266907
36:16.3,28.21713257,-8.91217041,-69.67449951
36:16.3,28.41812134,-9.029174805,-69.51179504
36:16.3,28.96617126,-8.748733521,-69.39347839
36:16.4,28.96617126,-8.748733521,-69.39347839
36:16.4,29.39396667,-9.143966675,-69.38493347
36:16.4,29.95228577,-8.94442749,-69.73742676
36:16.4,30.2640686,-9.005233765,-69.41049194
36:16.4,30.51141357,-9.054077148,-69.39884949
36:16.4,30.72906494,-8.942077637,-69.53897095
36:16.5,30.9344635,-8.74937439,-69.44255066
36:16.5,30.9344635,-8.74937439,-69.44255066
36:16.5,31.2010498,-8.568954468,-69.42132568
36:16.5,31.633255,-8.65447998,-69.47906494
36:16.5,31.92382813,-8.944747925,-69.39601135
36:16.5,32.23497009,-9.005615234,-69.14717102
36:16.6,32.06739807,-8.739837646,-69.30250549
36:16.6,32.06739807,-8.739837646,-69.30250549
36:16.6,32.29859924,-8.708374023,-69.52293396
36:16.6,32.37528992,-8.801010132,-69.44415283
36:16.6,32.55575562,-9.147415161,-69.44723511
36:16.6,32.82952881,-9.357452393,-69.67433167
36:16.7,32.97309875,-9.152511597,-69.58085632
36:16.7,32.97309875,-9.152511597,-69.58085632
36:16.7,33.36711121,-8.686904907,-69.69818115
36:16.7,33.60014343,-8.346008301,-70.29728699
36:16.7,33.76898193,-8.611633301,-69.98576355
36:16.7,33.753479,-8.531265259,-70.13975525
36:16.8,34.08911133,-8.753494263,-70.36392212
36:16.8,34.19599915,-8.697677612,-70.66825867
36:16.8,34.19599915,-8.697677612,-70.66825867
36:16.8,34.08895874,-8.444274902,-70.97689819
36:16.8,34.26351929,-8.400085449,-70.57545471
36:16.8,34.2416687,-8.629592896,-70.89744568
36:16.9,33.90670776,-8.407318115,-70.59513855
36:16.9,33.81388855,-8.234375,-70.90597534
36:16.9,33.81388855,-8.234375,-70.90597534
36:16.9,33.84423828,-8.395172119,-70.6761322
36:16.9,34.00982666,-8.661117554,-70.75508118
36:16.9,34.0587616,-8.592697144,-70.59378052
36:17.0,33.74519348,-8.84135437,-70.54202271
36:17.0,33.57191467,-8.885406494,-70.78726196
36:17.0,33.57191467,-8.885406494,-70.78726196
36:17.0,33.49719238,-8.792572021,-70.63175964
36:17.0,33.36567688,-8.377792358,-70.46734619
36:17.0,33.36567688,-8.377792358,-70.46734619
36:17.1,33.36878967,-8.068206787,-70.68983459
36:17.1,33.55039978,-8.105239868,-71.14968872
36:17.1,33.55039978,-8.105239868,-71.14968872
36:17.1,32.89204407,-7.741378784,-70.85971069
36:17.1,32.6055603,-8.151153564,-70.96861267
36:17.1,32.48188782,-8.126724243,-70.97444153
36:17.2,32.15670776,-8.29460144,-70.608078
36:17.2,31.92485046,-8.326126099,-70.46572876
36:17.2,31.84753418,-8.233551025,-70.62261963
36:17.2,31.84753418,-8.233551025,-70.62261963
36:17.2,31.49250793,-7.931350708,-71.02098083
36:17.2,31.10925293,-7.777389526,-70.8019104
36:17.3,31.10224915,-8.087341309,-71.04801941
36:17.3,31.28904724,-8.123840332,-70.88308716
36:17.3,31.42692566,-8.228759766,-70.87948608
36:17.3,31.42692566,-8.228759766,-70.87948608
36:17.3,31.63232422,-8.036071777,-70.78309631
36:17.3,31.80706787,-8.692276001,-70.87606812
36:17.4,32.04870605,-9.050949097,-70.95433044
36:17.4,31.65534973,-9.51651001,-70.75889587
36:17.4,31.59416199,-9.504226685,-70.68371582
36:17.4,31.23797607,-9.511398315,-70.62528992
36:17.4,31.23797607,-9.511398315,-70.62528992
36:17.4,31.07366943,-9.245300293,-70.39015198
36:17.5,31.45692444,-9.399246216,-70.60919189
36:17.5,31.45692444,-9.399246216,-70.60919189
36:17.5,31.70492554,-9.448028564,-70.51947021
36:17.5,31.59986877,-9.194412231,-70.59379578
36:17.5,31.59986877,-9.194412231,-70.59379578
36:17.5,31.5380249,-9.182189941,-70.59671021
36:17.6,31.18185425,-9.189361572,-70.53829956
36:17.6,31.08721924,-9.32585144,-70.47045898
36:17.6,31.08721924,-9.32585144,-70.47045898
36:17.6,30.75439453,-9.803771973,-70.42832947
36:17.6,30.54244995,-9.605957031,-70.19830322
36:17.6,30.54244995,-9.605957031,-70.19830322
36:17.7,30.3717804,-9.649749756,-70.13116455
36:17.7,30.21743774,-10.47424316,-70.32637024
36:17.7,30.17420959,-10.2328186,-70.39779663
36:17.7,30.34112549,-10.49867249,-70.32055664
36:17.7,30.0369873,-10.12785339,-70.32328796
36:17.7,30.0369873,-10.12785339,-70.32328796
36:17.8,30.23150635,-10.24546814,-70.94154358
36:17.8,30.46154785,-10.52340698,-70.7052002
36:17.8,30.44670105,-10.44297791,-70.78108215
36:17.8,30.56465149,-10.77720642,-70.86517334
36:17.8,30.38290405,-10.43096924,-71.01828003
36:17.9,30.26182556,-10.40628052,-70.71170044
36:17.9,30.15626526,-10.4619751,-70.25119019
36:17.9,30.49513245,-10.68386841,-70.08488464
36:17.9,31.20487976,-10.6697998,-70.51411438
36:17.9,31.42776489,-10.94842529,-71.13684082
36:17.9,31.42776489,-10.94842529,-71.13684082
36:18.0,31.36917114,-10.93589783,-70.74925232
36:18.0,31.44506836,-10.71936035,-71.36154175
36:18.0,31.78082275,-11.25082397,-70.97276306
36:18.0,31.99278259,-11.44862366,-71.20277405
36:18.0,32.56283569,-11.63908386,-71.25692749
36:18.0,32.56283569,-11.63908386,-71.25692749
36:18.1,32.5042572,-11.6265564,-70.86933899
36:18.1,32.68147278,-11.97325134,-71.26290894
36:18.1,32.62615967,-12.3515625,-71.59223938
36:18.1,32.84136963,-12.54905701,-71.4317627
36:18.1,32.73382568,-12.60491943,-71.20553589
36:18.1,32.71524048,-12.83413696,-71.13700867
36:18.2,32.71524048,-12.83413696,-71.13700867
36:18.2,32.91804504,-12.64169312,-71.35299683
36:18.2,33.41078186,-12.73956299,-71.56401062
36:18.2,33.64068604,-12.70823669,-71.94064331
36:18.2,33.8609314,-12.59597778,-71.76834106
36:18.2,34.2306366,-12.6693573,-71.90708923
36:18.3,34.26344299,-12.5206604,-71.97782898
36:18.3,34.26344299,-12.5206604,-71.97782898
36:18.3,34.2460022,-12.44049072,-72.36608887
36:18.3,34.31109619,-12.45237732,-71.97268677
36:18.3,34.30589294,-12.45289612,-72.59747314
36:18.3,34.41485596,-12.70613098,-72.05453491
36:18.4,34.08383179,-12.87458801,-72.3910675
36:18.4,34.08383179,-12.87458801,-72.3910675
36:18.4,33.81983948,-13.05476379,-72.09989929
36:18.4,33.33169556,-13.34757996,-72.44958496
36:18.4,32.63729858,-13.13275146,-72.47937012
36:18.4,32.07260132,-13.64219666,-72.2948761
36:18.5,31.62310791,-13.78573608,-72.01245117
36:18.5,31.5922699,-13.93423462,-71.70742798
36:18.5,31.5922699,-13.93423462,-71.70742798
36:18.5,31.50416565,-14.46122742,-71.96600342
36:18.5,31.2414856,-14.64128113,-71.51864624
36:18.5,30.92724609,-14.88999939,-71.54499817
36:18.6,30.85971069,-15.18760681,-71.63780212
36:18.6,30.270401,-15.22640991,-71.59324646
36:18.6,30.270401,-15.22640991,-71.59324646
36:18.6,30.20921326,-15.21411133,-71.51806641
36:18.6,30.272995,-15.22615051,-71.28085327
36:18.6,30.35752869,-15.70916748,-71.37229919
36:18.7,30.48248291,-15.73345947,-71.21028137
36:18.7,30.48248291,-15.73345947,-71.21028137
36:18.7,30.29438782,-15.69706726,-71.53140259
36:18.7,30.29502869,-15.69700623,-71.45330811
36:18.7,30.21394348,-15.91407776,-71.46580505
36:18.7,30.50386047,-16.20437622,-71.46084595
36:18.8,30.28361511,-16.31666565,-71.63311768
36:18.8,30.48641968,-16.1242218,-71.84910583
36:18.8,30.48641968,-16.1242218,-71.84910583
36:18.8,30.30155945,-16.08752441,-71.77973938
36:18.8,30.58824158,-16.37815857,-72.16526794
36:18.8,30.69706726,-16.32215881,-72.23532104
36:18.9,30.41952515,-16.42175293,-71.86383057
36:18.9,30.37124634,-16.49009705,-71.947052
36:18.9,30.13548279,-16.52200317,-72.27330017
36:18.9,29.8888092,-16.47309875,-72.20684814
36:18.9,29.80525208,-16.99967957,-71.91876221
36:19.0,29.74751282,-17.68746948,-71.94750977
36:19.0,29.74751282,-17.68746948,-71.94750977
36:19.0,29.59300232,-17.81155396,-71.64830017
36:19.0,29.60655212,-17.89212036,-71.72860718
36:19.0,29.49900818,-17.94798279,-71.50236511
36:19.0,29.49900818,-17.94798279,-71.50236511
36:19.0,29.35986328,-17.84320068,-71.66213989
36:19.1,29.64407349,-18.44335938,-71.74708557
36:19.1,29.99780273,-18.74568176,-71.50492859
36:19.1,30.39718628,-18.97994995,-71.4919281
36:19.1,30.67733765,-18.88006592,-71.55102539
36:19.1,30.53570557,-19.08479309,-71.41023254
36:19.2,30.53570557,-19.08479309,-71.41023254
36:19.2,30.32603455,-19.89642334,-70.82740784
36:19.2,30.18325806,-20.41049194,-70.22982788
36:19.2,30.11378479,-20.70829773,-70.55693054
36:19.2,30.11378479,-20.70829773,-70.55693054
36:19.2,29.96365356,-20.52270508,-70.32400513
36:19.3,30.01603699,-21.15437317,-70.26661682
36:19.3,30.10560608,-21.32762146,-70.34625244
36:19.3,29.90525818,-21.21058655,-70.43086243
36:19.3,30.01654053,-20.84506226,-70.80149841
36:19.3,30.01654053,-20.84506226,-70.80149841
36:19.3,30.32196045,-21.21574402,-70.64256287
36:19.4,30.18215942,-21.11102295,-70.88044739
36:19.4,30.27107239,-21.28436279,-71.03816223
36:19.4,30.11524963,-21.40855408,-70.89517212
36:19.4,29.71078491,-21.48406982,-70.91998291
36:19.4,29.71078491,-21.48406982,-70.91998291
36:19.4,29.17108154,-21.45440674,-70.63600159
36:19.5,28.73069763,-21.98820496,-70.36756897
36:19.5,28.38938904,-22.07579041,-70.23329163
36:19.5,28.11053467,-22.17552185,-70.01800537
36:19.5,28.11053467,-22.17552185,-70.01800537
36:19.5,27.56575012,-22.45562744,-69.74581909
36:19.5,27.13226318,-22.37020874,-69.84429932
36:19.6,26.77233887,-22.6869812,-69.64147949
36:19.6,26.5708313,-22.87930298,-69.26931763
36:19.6,26.04464722,-22.9302063,-69.06565857
36:19.6,25.63513184,-23.31547546,-69.1022644
36:19.6,25.2202301,-23.00086975,-69.26925659
36:19.6,25.2202301,-23.00086975,-69.26925659
36:19.7,24.66566467,-22.89077759,-69.06114197
36:19.7,24.52468872,-23.09542847,-68.84225464
36:19.7,24.52468872,-23.09542847,-68.84225464
36:19.7,23.96946716,-22.9854126,-68.71221924
36:19.7,23.96946716,-22.9854126,-68.71221924
36:19.7,23.87287903,-23.12210083,-68.87870789
36:19.8,23.49351501,-22.96774292,-68.19107056
36:19.8,23.62748718,-23.07305908,-68.65603638
36:19.8,23.50201416,-23.35804749,-68.28317261
36:19.8,23.54460144,-23.59953308,-68.28985596
36:19.8,23.48602295,-23.58700562,-67.90229797
36:19.8,23.48602295,-23.58700562,-67.90229797
36:19.9,23.62893677,-23.38215637,-67.8868866
36:19.9,23.73139954,-23.63604736,-68.12495422
36:19.9,23.73139954,-23.63604736,-68.12495422
36:19.9,23.77723694,-23.87721252,-67.74113464
36:19.9,23.77723694,-23.87721252,-67.74113464
36:20.0,23.85832214,-23.66015625,-67.72865295
36:20.0,23.76368713,-23.79664612,-67.66079712
36:20.0,23.76368713,-23.79664612,-67.66079712
36:20.0,24.00598145,-24.15525818,-67.66096497
36:20.0,24.08331299,-24.24780273,-67.50410461
36:20.0,24.30227661,-24.13568115,-67.48802185
36:20.0,24.30227661,-24.13568115,-67.48802185
36:20.1,24.27388,-23.97470093,-67.48356628
36:20.1,24.54571533,-24.18492126,-67.94496155
36:20.1,24.54571533,-24.18492126,-67.94496155
36:20.1,24.94706726,-24.41894531,-67.69767761
36:20.1,25.24205017,-24.39953613,-67.68089294
36:20.2,25.23095703,-24.00947571,-67.90115356
36:20.2,25.23095703,-24.00947571,-67.90115356
