SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ
0,43:48.4,0:39,60,0,43:48.4,1540932228,0.140828225,0.52389918,0.103415073,0.020065308,-0.071243286,-1.097946167,44.26925659,11.47540283,-60.86079407
0,43:48.4,0:39,60,0,43:48.5,1540932228,0.143393382,0.3157537,-0.054258978,0.024551392,-0.065689087,-1.082550049,44.40777588,11.37055969,-60.77908325
0,43:48.4,0:39,60,0,43:48.5,1540932228,0.000535295,0.011582088,-0.192740958,0.033615112,-0.089126587,-1.062683105,44.29699707,11.31436157,-60.94332886
0,43:48.4,0:39,60,0,43:48.5,1540932228,-0.156502526,-0.116253906,-0.305301325,0.027206421,-0.112121582,-0.995697021,44.37872314,11.53146362,-60.85273743
0,43:48.4,0:39,60,0,43:48.5,1540932229,-0.233336321,-0.113151856,-0.355609504,0.02961731,-0.153442383,-0.948745728,44.37872314,11.53146362,-60.85273743
0,43:48.4,0:39,60,0,43:48.5,1540932229,-0.199188737,0.046465769,-0.322224116,0.02961731,-0.153442383,-0.948745728,44.32194519,11.85343933,-60.84384155
0,43:48.4,0:39,60,0,43:48.5,1540932229,-0.094188285,0.238736146,-0.239555867,0.029586792,-0.170211792,-0.962478638,44.32194519,11.85343933,-60.84384155
0,43:48.4,0:39,60,0,43:48.6,1540932229,-0.008995359,0.343607702,-0.162344968,0.065994263,-0.195465088,-1.023422241,44.57188416,11.80485535,-60.51982117
0,43:48.4,0:39,60,0,43:48.6,1540932229,0.069510901,0.295062003,-0.112093249,0.065994263,-0.195465088,-1.023422241,44.80244446,11.83624268,-60.81834412
0,43:48.4,0:39,60,0,43:48.6,1540932229,0.102665925,0.237358493,-0.097180346,0.066497803,-0.188796997,-1.019470215,44.90490723,11.5823822,-61.05641174
0,43:48.4,0:39,60,0,43:48.6,1540932229,0.081005105,0.026299248,-0.279481978,0.024078369,-0.150512695,-1.004104614,44.90490723,11.5823822,-61.05641174
0,43:48.4,0:39,60,0,43:48.6,1540932229,0.081005105,0.026299248,-0.279481978,0.024078369,-0.150512695,-1.004104614,44.97193909,11.57067871,-60.42871094
0,43:48.4,0:39,60,0,43:48.6,1540932229,0.098115648,-0.08481236,-0.394205366,0.007202148,-0.195495605,-0.959732056,44.98094177,11.4896698,-61.0557251
