SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
0,38:06.7,0:17,60,0,38:07.4,1540931887,-0.100344448,-0.156450594,-0.125459655,-0.007324219,-0.213699341,-1.006820679,40.17808533,28.64369202,-73.40190125,,,,,,,,
0,38:06.7,0:17,60,0,38:07.4,1540931887,-0.088496044,-0.248359745,-0.160914318,-0.019134521,-0.224945068,-0.993087769,39.75028992,29.03892517,-73.41046143,,,,,,,,
0,38:06.7,0:17,60,0,38:07.4,1540931887,-0.14425012,-0.235905473,-0.166239842,-0.032546997,-0.235580444,-0.985305786,39.36003113,28.88293457,-73.4375,,,,,,,,
0,38:06.7,0:17,60,0,38:07.4,1540931887,-0.210644058,-0.117458454,-0.144660514,-0.045349121,-0.251373291,-1.00491333,39.3458252,28.96342468,-73.43527222,,,,,,,,
0,38:06.7,0:17,60,0,38:07.4,1540931887,-0.231499805,0.026424417,-0.101643538,-0.03817749,-0.257736206,-1.049468994,39.15118408,29.39030457,-73.42996216,,,,,,,,
0,38:06.7,0:17,60,0,38:07.5,1540931887,-0.230130408,0.17981131,-0.054336742,-0.021408081,-0.25012207,-1.099731445,39.11711121,29.24147034,-73.51544189,,,,,,,,
0,38:06.7,0:17,60,0,38:07.5,1540931887,-0.185297422,0.243084556,-0.02642708,-0.006500244,-0.228607178,-1.18258667,39.11711121,29.24147034,-73.51544189,,,,,,,,
0,38:06.7,0:17,60,0,38:07.5,1540931887,-0.082745747,0.157798952,-0.042619899,0.009094238,-0.199645996,-1.253173828,39.13064575,29.16091919,-73.59576416,,,,,,,,
0,38:06.7,0:17,60,0,38:07.5,1540931888,-0.003463974,0.066225626,-0.053460562,0.025009155,-0.187088013,-1.261779785,38.96063232,29.11717224,-73.45048523,,,,,,,,
0,38:06.7,0:17,60,0,38:07.5,1540931888,0.00753648,0.12965653,0.016221048,0.039825439,-0.203948975,-1.227005005,38.94136047,28.88790894,-73.46008301,,,,,,,,
0,38:06.7,0:17,60,0,38:07.5,1540931888,-0.011548532,0.253783539,0.126677518,0.054336548,-0.210327148,-1.217147827,39.24485779,28.51705933,-73.53546143,,,,,,,,
0,38:06.7,0:17,60,0,38:07.6,1540931888,-0.022839536,0.2927099,0.156712383,0.062347412,-0.167892456,-1.234130859,39.33247375,28.34358215,-73.84938049,,,,,,,,
0,38:06.7,0:17,60,0,38:07.6,1540931888,-0.007403055,0.253615227,0.158802165,0.05632019,-0.137496948,-1.260147095,39.33247375,28.34358215,-73.84938049,,,,,,,,
0,38:06.7,0:17,60,0,38:07.6,1540931888,0.053580937,0.126468726,0.161843229,0.069992065,-0.10345459,-1.278823853,39.48452759,28.15818787,-73.8480072,,,,,,,,
0,38:06.7,0:17,60,0,38:07.6,1540931888,0.097235207,-0.045981873,0.175541198,0.101455688,-0.066009521,-1.272140503,39.29267883,27.88493347,-74.0247345,,,,,,,,
0,38:06.7,0:17,60,0,38:07.6,1540931888,0.125528897,-0.177076777,0.162522335,0.103012085,-0.029708862,-1.235946655,39.30117798,27.49462891,-74.11686707,,,,,,,,
0,38:06.7,0:17,60,0,38:07.6,1540931888,0.18089069,-0.233813293,0.152801264,0.090545654,-0.024581909,-1.218276978,38.98188782,26.93615723,-74.1550293,,,,,,,,
0,38:06.7,0:17,60,0,38:07.7,1540931888,0.228774859,-0.182462754,0.179624623,0.111740112,-0.002090454,-1.172088623,38.70043945,26.83615112,-74.25212097,,,,,,,,
0,38:06.7,0:17,60,0,38:07.7,1540931888,0.245428404,-0.293323758,0.273719697,0.149658203,0.033157349,-1.164337158,38.70043945,26.83615112,-74.25212097,,,,,,,,
0,38:06.7,0:17,60,0,38:07.7,1540931888,0.167209765,-0.516744598,0.343068944,0.153167725,0.079849243,-1.113433838,38.42944336,26.34606934,-74.20706177,,,,,,,,
0,38:06.7,0:17,60,0,38:07.7,1540931888,0.020248014,-0.674214916,0.313996813,0.114044189,0.117553711,-1.047225952,38.11325073,26.09715271,-74.46769714,,,,,,,,
0,38:06.7,0:17,60,0,38:07.7,1540931888,0.00068896,-0.50251373,-0.110918795,0.042709351,0.138153076,-0.945602417,37.55607605,26.20698547,-74.57197571,,,,,,,,
0,38:06.7,0:17,60,0,38:07.7,1540931888,0.00068896,-0.50251373,-0.110918795,0.042709351,0.138153076,-0.945602417,37.28443909,25.71681213,-74.60501099,,,,,,,,
0,38:06.7,0:17,60,0,38:07.8,1540931888,0.180467513,-0.257131133,-0.235950214,0.053329468,0.063613892,-0.930328369,36.87295532,25.3313446,-74.87591553,,,,,,,,
0,38:06.7,0:17,60,0,38:07.8,1540931888,0.472281526,0.082278362,-0.070689084,0.108734131,-0.100738525,-0.863082886,36.61668396,25.07003784,-75.36795044,,,,,,,,
0,38:06.7,0:17,60,0,38:07.8,1540931888,0.472281526,0.082278362,-0.070689084,0.108734131,-0.100738525,-0.863082886,36.61668396,25.07003784,-75.36795044,,,,,,,,
0,38:06.7,0:17,60,0,38:07.8,1540931888,0.433077664,0.203255118,0.064398165,0.092254639,-0.138839722,-0.82069397,36.65550232,24.51893616,-75.23020935,,,,,,,,
0,38:06.7,0:17,60,0,38:07.8,1540931888,0.315283652,0.366250164,0.158863418,0.051376343,-0.133285522,-0.790634155,36.97122192,24.06738281,-75.542099,,,,,,,,
0,38:06.7,0:17,60,0,38:07.8,1540931888,0.229863559,0.478415851,0.174014408,0.011764526,-0.104751587,-0.806747437,37.3500824,23.60374451,-75.69485474,,,,,,,,
0,38:06.7,0:17,60,0,38:07.9,1540931888,0.313129687,0.14024446,0.151089118,0.051589966,-0.07371521,-0.929199219,37.43655396,23.1209259,-75.55201721,,,,,,,,
0,38:06.7,0:17,60,0,38:07.9,1540931888,0.313129687,0.14024446,0.151089118,0.051589966,-0.07371521,-0.929199219,37.38320923,22.74282837,-75.64706421,,,,,,,,
0,38:06.7,0:17,60,0,38:07.9,1540931888,0.338831056,-0.148779092,0.147513824,0.063171387,-0.097640991,-0.903091431,37.38320923,22.74282837,-75.64706421,,,,,,,,
0,38:06.7,0:17,60,0,38:07.9,1540931888,0.116771092,-0.280443912,0.336947402,0.053726196,-0.170562744,-0.773742676,37.12509155,22.17207336,-75.76042175,,,,,,,,
0,38:06.7,0:17,60,0,38:07.9,1540931888,0.116771092,-0.280443912,0.336947402,0.053726196,-0.170562744,-0.773742676,36.90354919,22.05967712,-76.08888245,,,,,,,,
0,38:06.7,0:17,60,0,38:07.9,1540931888,-0.02567234,-0.158321997,0.433509895,0.032928467,-0.158782959,-0.758911133,37.10453796,21.94267273,-75.92619324,,,,,,,,
0,38:06.7,0:17,60,0,38:08.0,1540931888,0.020352676,0.013374928,0.393017862,0.022247314,-0.090713501,-0.877334595,37.1174469,21.86204529,-76.08460999,,,,,,,,
0,38:06.7,0:17,60,0,38:08.0,1540931888,0.020352676,0.013374928,0.393017862,0.022247314,-0.090713501,-0.877334595,37.1530304,21.31065369,-76.33738708,,,,,,,,
0,38:06.7,0:17,60,0,38:08.0,1540931888,0.137335489,-0.009097358,0.322285102,0.04624939,-0.110549927,-0.923675537,37.1530304,21.31065369,-76.33738708,,,,,,,,
0,38:06.7,0:17,60,0,38:08.0,1540931888,0.144245593,0.045032456,0.293436943,0.052185059,-0.113922119,-0.93800354,36.87548828,21.21102905,-75.96589661,,,,,,,,
0,38:06.7,0:17,60,0,38:08.0,1540931888,0.144245593,0.045032456,0.293436943,0.052185059,-0.113922119,-0.93800354,37.11712646,20.85237122,-76.04415894,,,,,,,,
0,38:06.7,0:17,60,0,38:08.0,1540931888,0.139627938,0.300893527,0.15454164,0.025726318,-0.108978271,-0.931976318,37.19056702,20.75939941,-76.35588074,,,,,,,,
0,38:06.7,0:17,60,0,38:08.1,1540931888,0.136330945,0.369542097,0.03576146,0.021377563,-0.108825684,-0.968399048,37.53727722,20.14712524,-76.3598175,,,,,,,,
0,38:06.7,0:17,60,0,38:08.1,1540931888,0.15139698,0.358249495,-0.151656904,0.011428833,-0.107147217,-1.044876099,37.58557129,20.21546936,-76.27658081,,,,,,,,
0,38:06.7,0:17,60,0,38:08.1,1540931888,0.14833541,0.324442796,-0.345523846,0.022155762,-0.117248535,-1.111129761,37.79310608,19.70796204,-76.44030762,,,,,,,,
0,38:06.7,0:17,60,0,38:08.1,1540931888,0.14833541,0.324442796,-0.345523846,0.022155762,-0.117248535,-1.111129761,37.79310608,19.70796204,-76.44030762,,,,,,,,
0,38:06.7,0:17,60,0,38:08.1,1540931888,0.140006373,0.073253175,-0.532161637,0.103881836,-0.155609131,-1.240066528,37.48651123,19.76925659,-76.14245605,,,,,,,,
0,38:06.7,0:17,60,0,38:08.1,1540931888,0.156481487,-0.197140233,-0.574262752,0.13331604,-0.153945923,-1.283798218,37.21617126,19.27923584,-76.01928711,,,,,,,,
0,38:06.7,0:17,60,0,38:08.2,1540931888,0.156481487,-0.197140233,-0.574262752,0.13331604,-0.153945923,-1.283798218,36.83882141,19.04260254,-76.20474243,,,,,,,,
0,38:06.7,0:17,60,0,38:08.2,1540931888,0.026175411,-0.607674239,-0.651839836,0.08631897,-0.150375366,-1.249130249,36.26564026,18.92347717,-75.92811584,,,,,,,,
0,38:06.7,0:17,60,0,38:08.2,1540931888,-0.16385791,-0.39204714,-0.562646576,0.058578491,-0.171432495,-1.250579834,35.64157104,18.73577881,-76.04711914,,,,,,,,
0,38:06.7,0:17,60,0,38:08.2,1540931888,-0.16385791,-0.39204714,-0.562646576,0.058578491,-0.171432495,-1.250579834,35.64157104,18.73577881,-76.04711914,,,,,,,,
0,38:06.7,0:17,60,0,38:08.2,1540931888,-0.184818852,-0.12209049,-0.400608404,0.035354614,-0.060256958,-1.338546753,35.53910828,18.9896698,-75.80906677,,,,,,,,
0,38:06.7,0:17,60,0,38:08.2,1540931888,0.021005949,-0.240352952,-0.532519833,0.03175354,0.054290771,-1.304107666,35.04441833,19.08735657,-75.83233643,,,,,,,,
0,38:06.7,0:17,60,0,38:08.3,1540931888,0.190943324,-0.250152852,-0.653580212,0.029800415,0.061798096,-1.179107666,34.66639709,18.85066223,-76.09590149,,,,,,,,
0,38:06.7,0:17,60,0,38:08.3,1540931888,0.292129331,-0.251179767,-0.639684636,0.036407471,-0.021224976,-1.079528809,34.43553162,17.80957031,-75.75691223,,,,,,,,
0,38:06.7,0:17,60,0,38:08.3,1540931888,0.25958204,-0.211289076,-0.529328833,0.040847778,-0.082519531,-0.987060547,34.16893005,17.62915039,-75.77813721,,,,,,,,
0,38:06.7,0:17,60,0,38:08.3,1540931888,0.15941123,-0.18589184,-0.418974628,0.019805908,-0.108886719,-0.931427002,34.16893005,17.62915039,-75.77813721,,,,,,,,
0,38:06.7,0:17,60,0,38:08.3,1540931888,0.0325654,-0.208641095,-0.376137682,0.001098633,-0.09223938,-0.885421753,33.79663086,17.70228577,-75.95176697,,,,,,,,
0,38:06.7,0:17,60,0,38:08.3,1540931888,-0.049717489,-0.212182034,-0.375051378,-0.008514404,-0.083618164,-0.85067749,33.3644104,17.78782654,-75.89404297,,,,,,,,
0,38:06.7,0:17,60,0,38:08.4,1540931888,-0.031253527,-0.143359027,-0.319286117,0.011489868,-0.083511353,-0.836929321,33.16226196,17.59544373,-75.59997559,,,,,,,,
0,38:06.7,0:17,60,0,38:08.4,1540931888,0.028297951,-0.063294018,-0.198194313,0.025238037,-0.089050293,-0.823059082,33.18623352,17.12477112,-75.53814697,,,,,,,,
0,38:06.7,0:17,60,0,38:08.4,1540931888,0.043908602,-0.061683338,-0.097535079,0.021072388,-0.095275879,-0.798400879,33.15344238,16.97607422,-75.46740723,,,,,,,,
0,38:06.7,0:17,60,0,38:08.4,1540931888,-0.033861561,-0.132533011,-0.045131526,0.008010864,-0.096130371,-0.745223999,33.15344238,16.97607422,-75.46740723,,,,,,,,
0,38:06.7,0:17,60,0,38:08.4,1540931888,-0.147214219,-0.184495278,-0.032317992,-0.029159546,-0.104644775,-0.708312988,32.95568848,17.09338379,-75.23960876,,,,,,,,
0,38:06.7,0:17,60,0,38:08.4,1540931888,-0.227898679,-0.126485504,-0.009738914,-0.051376343,-0.120666504,-0.718963623,32.87835693,17.18595886,-75.39649963,,,,,,,,
0,38:06.7,0:17,60,0,38:08.5,1540931888,-0.231489685,-0.054107444,0.021406223,-0.056396484,-0.130004883,-0.768936157,32.76953125,17.12994385,-75.32643127,,,,,,,,
0,38:06.7,0:17,60,0,38:08.5,1540931888,-0.184114446,-0.068507422,-0.007536213,-0.062149048,-0.120697021,-0.825927734,32.84490967,17.03718567,-75.40383911,,,,,,,,
0,38:06.7,0:17,60,0,38:08.5,1540931888,-0.139184255,-0.122817799,-0.057944526,-0.067840576,-0.125274658,-0.856292725,32.55187988,17.01792908,-75.18632507,,,,,,,,
0,38:06.7,0:17,60,0,38:08.5,1540931889,-0.120833211,-0.186834599,-0.051602741,-0.064117432,-0.145874023,-0.888259888,32.55253601,17.01799011,-75.10823059,,,,,,,,
0,38:06.7,0:17,60,0,38:08.5,1540931889,-0.190025599,-0.249006627,-0.025962092,-0.080352783,-0.146942139,-0.938034058,32.55253601,17.01799011,-75.10823059,,,,,,,,
0,38:06.7,0:17,60,0,38:08.5,1540931889,-0.383791074,-0.247791427,-0.135141843,-0.113464355,-0.101364136,-0.950302124,32.49134827,17.03025818,-75.03303528,,,,,,,,
0,38:06.7,0:17,60,0,38:08.6,1540931889,-0.572770317,-0.20308361,-0.312804249,-0.12562561,-0.089859009,-0.993911743,32.34059143,17.21582031,-74.87820435,,,,,,,,
0,38:06.7,0:17,60,0,38:08.6,1540931889,-0.567116159,-0.288319412,-0.37930418,-0.084884644,-0.111694336,-1.121429443,31.85795593,17.93318176,-74.64356995,,,,,,,,
0,38:06.7,0:17,60,0,38:08.6,1540931889,-0.396009924,-0.43563856,-0.194268014,-0.021179199,-0.170501709,-1.282363892,31.74667358,17.56768799,-74.27293396,,,,,,,,
0,38:06.7,0:17,60,0,38:08.6,1540931889,-0.151946123,-0.555647522,0.018626681,0.009918213,-0.167694092,-1.342712402,31.35446167,17.41151428,-74.53427124,,,,,,,,
0,38:06.7,0:17,60,0,38:08.6,1540931889,-0.053108226,-0.449953849,0.127961162,-0.019927979,-0.12121582,-1.272705078,31.35446167,17.41151428,-74.53427124,,,,,,,,
0,38:06.7,0:17,60,0,38:08.6,1540931889,0.084731932,0.0519628,0.05572851,-0.128646851,-0.06048584,-1.227279663,31.09292603,17.54084778,-74.54368591,,,,,,,,
0,38:06.7,0:17,60,0,38:08.7,1540931889,0.084731932,0.0519628,0.05572851,-0.128646851,-0.06048584,-1.227279663,31.23080444,17.43592834,-74.54008484,,,,,,,,
0,38:06.7,0:17,60,0,38:08.7,1540931889,0.288547113,0.287165997,-0.015778164,-0.122833252,-0.047698975,-1.231002808,31.41188049,17.08959961,-74.46508789,,,,,,,,
0,38:06.7,0:17,60,0,38:08.7,1540931889,0.455336364,0.622429483,0.404373048,0.038589478,-0.160232544,-1.172714233,31.77786255,16.70657349,-74.45944214,,,,,,,,
0,38:06.7,0:17,60,0,38:08.7,1540931889,0.455336364,0.622429483,0.404373048,0.038589478,-0.160232544,-1.172714233,32.56182861,16.31852722,-74.5092926,,,,,,,,
0,38:06.7,0:17,60,0,38:08.7,1540931889,0.126768865,0.753842634,0.787982761,0.053085327,-0.189498901,-1.129455566,32.56182861,16.31852722,-74.5092926,,,,,,,,
0,38:06.7,0:17,60,0,38:08.7,1540931889,-0.197811084,0.572754604,0.87029388,0.00038147,-0.099517822,-1.172286987,33.39848328,16.30847168,-74.54222107,,,,,,,,
0,38:06.7,0:17,60,0,38:08.8,1540931889,-0.222535339,0.228200681,0.538978531,-0.069366455,0.085006714,-1.207702637,33.37203979,16.46963501,-74.30348206,,,,,,,,
0,38:06.7,0:17,60,0,38:08.8,1540931889,0.381011533,-0.119648371,-0.205844775,-0.040267944,0.116104126,-1.06867981,33.44743347,16.37687683,-74.38088989,,,,,,,,
0,38:06.7,0:17,60,0,38:08.8,1540931889,0.506641097,0.014201307,-0.169300613,0.021575928,-0.020263672,-0.948318481,33.09973145,15.97941589,-74.41461182,,,,,,,,
0,38:06.7,0:17,60,0,38:08.8,1540931889,0.506641097,0.014201307,-0.169300613,0.021575928,-0.020263672,-0.948318481,33.35868835,15.849823,-74.71757507,,,,,,,,
0,38:06.7,0:17,60,0,38:08.8,1540931889,0.355578345,0.132886945,-0.004205131,0.046005249,-0.108230591,-0.825210571,33.5198822,15.2741394,-74.73023987,,,,,,,,
0,38:06.7,0:17,60,0,38:08.8,1540931889,0.355578345,0.132886945,-0.004205131,0.046005249,-0.108230591,-0.825210571,33.5198822,15.2741394,-74.73023987,,,,,,,,
0,38:06.7,0:17,60,0,38:08.9,1540931889,0.234869503,0.204110259,0.055880044,0.053161621,-0.096435547,-0.770584106,33.79820251,15.06459045,-74.41067505,,,,,,,,
0,38:06.7,0:17,60,0,38:08.9,1540931889,0.183750392,0.530381581,0.272608892,0.070449829,-0.095489502,-0.768325806,34.02941895,15.09603882,-74.63108826,,,,,,,,
0,38:06.7,0:17,60,0,38:08.9,1540931889,0.183750392,0.530381581,0.272608892,0.070449829,-0.095489502,-0.768325806,34.38183594,14.7935791,-74.54512024,,,,,,,,
0,38:06.7,0:17,60,0,38:08.9,1540931889,0.282120372,0.366776138,0.377327849,0.067504883,-0.071060181,-0.872955322,34.91975403,14.45448303,-74.45043945,,,,,,,,
0,38:06.7,0:17,60,0,38:08.9,1540931889,0.274137813,0.068607024,0.307355954,0.05871582,-0.057098389,-0.85647583,35.05827332,14.34963989,-74.36872864,,,,,,,,
0,38:06.7,0:17,60,0,38:08.9,1540931889,0.274137813,0.068607024,0.307355954,0.05871582,-0.057098389,-0.85647583,35.05827332,14.34963989,-74.36872864,,,,,,,,
0,38:06.7,0:17,60,0,38:09.0,1540931889,0.160833092,-0.319530595,0.268353427,0.045333862,-0.124816895,-0.784881592,35.06677246,13.95932007,-74.46086121,,,,,,,,
0,38:06.7,0:17,60,0,38:09.0,1540931889,0.092898782,-0.359026606,0.300446915,0.030792236,-0.158584595,-0.763015747,34.91470337,14.14471436,-74.4622345,,,,,,,,
0,38:06.7,0:17,60,0,38:09.0,1540931889,0.092898782,-0.359026606,0.300446915,0.030792236,-0.158584595,-0.763015747,34.57272339,14.05706787,-74.40603638,,,,,,,,
0,38:06.7,0:17,60,0,38:09.0,1540931889,-0.204389624,-0.27343101,0.165695491,-0.000839233,-0.187133789,-0.727340698,34.56962585,13.74749756,-74.18356323,,,,,,,,
0,38:06.7,0:17,60,0,38:09.0,1540931889,-0.303893046,-0.087632115,0.193791042,0.017944336,-0.242370605,-0.806365967,34.47940063,13.92068481,-74.18200684,,,,,,,,
0,38:06.7,0:17,60,0,38:09.0,1540931889,-0.24970118,-0.051257595,0.163838736,0.03112793,-0.200546265,-0.925231934,34.47940063,13.92068481,-74.18200684,,,,,,,,
0,38:06.7,0:17,60,0,38:09.1,1540931889,-0.13224246,-0.142803225,0.054469634,0.030181885,-0.178848267,-1.030059814,34.59082031,13.97697449,-73.93969727,,,,,,,,
0,38:06.7,0:17,60,0,38:09.1,1540931889,-0.077026875,-0.225312749,-0.001330249,0.036270142,-0.222091675,-1.085418701,34.36650085,14.56469727,-74.08612061,,,,,,,,
0,38:06.7,0:17,60,0,38:09.1,1540931889,-0.128795264,-0.244139168,-0.037750308,0.014602661,-0.247314453,-1.122177124,34.44316101,14.47206116,-74.00735474,,,,,,,,
0,38:06.7,0:17,60,0,38:09.1,1540931889,-0.160277557,-0.137509393,-0.120067552,-0.008865356,-0.229614258,-1.179244995,34.34657288,14.33535767,-74.17379761,,,,,,,,
0,38:06.7,0:17,60,0,38:09.1,1540931889,-0.118088824,0.054040332,-0.247273975,-0.038131714,-0.157943726,-1.271682739,34.28733826,14.3478241,-73.86433411,,,,,,,,
0,38:06.7,0:17,60,0,38:09.1,1540931889,-0.001852229,0.282521444,-0.32090958,-0.034805298,-0.133270264,-1.393051147,34.41038513,14.32333374,-73.93661499,,,,,,,,
0,38:06.7,0:17,60,0,38:09.2,1540931889,0.233178396,0.035027226,-0.393019194,0.005218506,-0.119522095,-1.542175293,34.41038513,14.32333374,-73.93661499,,,,,,,,
0,38:06.7,0:17,60,0,38:09.2,1540931889,0.307383118,-0.492094645,-0.477214499,0.039901733,-0.0859375,-1.5362854,34.02644348,14.47723389,-73.79563904,,,,,,,,
0,38:06.7,0:17,60,0,38:09.2,1540931889,0.219509988,-0.763555449,-0.542850767,-0.020935059,-0.079925537,-1.394119263,33.8951416,14.19165039,-74.12564087,,,,,,,,
