Timestamp,AccX,AccY,AccZ
36:17.5,-0.010467529,-0.095199585,-0.825302124
36:17.5,0.012207031,-0.112442017,-0.88911438
36:17.5,0.047607422,-0.105453491,-0.889907837
36:17.5,0.076919556,-0.110687256,-0.895294189
36:17.5,0.06867981,-0.125198364,-0.897888184
36:17.6,0.046173096,-0.142028809,-0.903488159
36:17.6,0.034515381,-0.155456543,-0.930679321
36:17.6,0.034515381,-0.155456543,-0.930679321
36:17.6,0.049133301,-0.181030273,-0.94442749
36:17.6,0.019180298,-0.195739746,-0.954437256
36:17.6,-0.024887085,-0.207504272,-1.017059326
36:17.7,-0.043716431,-0.208816528,-1.081558228
36:17.7,-0.050140381,-0.203735352,-1.091171265
36:17.7,-0.051513672,-0.210784912,-1.037124634
36:17.7,-0.063110352,-0.208984375,-1.035903931
36:17.7,-0.081039429,-0.202728271,-1.12109375
36:17.7,-0.098342896,-0.173782349,-1.215362549
36:17.8,-0.096115112,-0.147445679,-1.204376221
36:17.8,-0.096115112,-0.147445679,-1.204376221
36:17.8,-0.091827393,-0.164230347,-1.139678955
36:17.8,-0.139007568,-0.158752441,-1.178710938
36:17.8,-0.139007568,-0.158752441,-1.178710938
36:17.9,-0.136764526,-0.054168701,-1.241012573
36:17.9,-0.120559692,-0.017303467,-1.206253052
36:17.9,-0.15032959,-0.024414063,-0.981964111
36:17.9,-0.15032959,-0.024414063,-0.981964111
36:17.9,-0.135391235,-0.043304443,-0.933166504
36:17.9,-0.118499756,-0.045272827,-0.947128296
36:18.0,-0.118499756,-0.045272827,-0.947128296
36:18.0,-0.118606567,-0.035186768,-0.935958862
36:18.0,-0.136108398,-0.072463989,-0.897216797
36:18.0,-0.136108398,-0.072463989,-0.897216797
36:18.0,-0.103790283,-0.12387085,-0.818267822
36:18.0,-0.074584961,-0.140426636,-0.78968811
36:18.1,-0.074584961,-0.140426636,-0.78968811
36:18.1,-0.07623291,-0.147827148,-0.799499512
36:18.1,-0.094406128,-0.165863037,-0.798721313
36:18.1,-0.094406128,-0.165863037,-0.798721313
36:18.1,-0.150512695,-0.172073364,-0.800842285
36:18.1,-0.139038086,-0.194320679,-0.777145386
36:18.2,-0.131774902,-0.215301514,-0.772323608
36:18.2,-0.124649048,-0.212371826,-0.800476074
36:18.2,-0.118392944,-0.212844849,-0.856155396
36:18.2,-0.121917725,-0.220596313,-0.910476685
36:18.2,-0.120056152,-0.249282837,-0.958267212
36:18.2,-0.13041687,-0.279403687,-1.000411987
36:18.3,-0.116867065,-0.295043945,-1.026397705
36:18.3,-0.090698242,-0.296859741,-1.059570313
36:18.3,-0.072982788,-0.272583008,-1.121276855
36:18.3,-0.069717407,-0.233322144,-1.216873169
36:18.3,-0.035583496,-0.196472168,-1.308609009
36:18.3,0.001571655,-0.156204224,-1.361968994
36:18.4,0.016494751,-0.134292603,-1.301879883
36:18.4,0.028457642,-0.155227661,-1.214370728
36:18.4,0.016159058,-0.184768677,-1.152099609
36:18.4,-0.032867432,-0.180007935,-1.213088989
36:18.4,-0.108322144,-0.092529297,-1.342224121
36:18.4,-0.14680481,0.035446167,-1.39100647
36:18.5,-0.09437561,0.09942627,-1.355484009
36:18.5,-0.06237793,0.13218689,-1.240463257
36:18.5,-0.06237793,0.13218689,-1.240463257
36:18.5,-0.085784912,0.012802124,-0.954406738
36:18.5,-0.114944458,-0.056808472,-0.832214355
36:18.5,-0.156921387,-0.133239746,-0.775680542
36:18.6,-0.156921387,-0.133239746,-0.775680542
36:18.6,-0.153518677,-0.123931885,-0.829116821
36:18.6,-0.118209839,-0.068771362,-0.888763428
36:18.6,-0.118209839,-0.068771362,-0.888763428
36:18.6,-0.093154907,-0.061828613,-0.852600098
36:18.6,-0.076889038,-0.073516846,-0.788970947
36:18.7,-0.078048706,-0.100021362,-0.760772705
36:18.7,-0.082199097,-0.118865967,-0.777603149
36:18.7,-0.063934326,-0.127441406,-0.833023071
36:18.7,-0.063934326,-0.127441406,-0.833023071
36:18.7,-0.113342285,-0.1590271,-0.857040405
36:18.7,-0.11529541,-0.176971436,-0.867126465
36:18.8,-0.11529541,-0.176971436,-0.867126465
36:18.8,-0.061935425,-0.196594238,-0.930725098
36:18.8,-0.035049438,-0.210128784,-0.972351074
36:18.8,-0.032852173,-0.20954895,-0.999511719
36:18.8,-0.040252686,-0.213012695,-1.006103516
36:18.8,-0.040252686,-0.213012695,-1.006103516
36:18.9,-0.063430786,-0.212905884,-1.097976685
36:18.9,-0.071289063,-0.212142944,-1.155639648
36:18.9,-0.087738037,-0.201385498,-1.186386108
36:18.9,-0.110336304,-0.180389404,-1.236999512
36:18.9,-0.127075195,-0.18963623,-1.203567505
36:19.0,-0.153320313,-0.194534302,-1.159362793
36:19.0,-0.153320313,-0.194534302,-1.159362793
36:19.0,-0.17338562,-0.206497192,-1.113937378
36:19.0,-0.204284668,-0.194335938,-1.116256714
36:19.0,-0.222839355,-0.150817871,-1.185760498
36:19.0,-0.223617554,-0.067901611,-1.252410889
36:19.0,-0.189712524,-0.019958496,-1.251586914
36:19.1,-0.189147949,0.008529663,-1.185134888
36:19.1,-0.180892944,-0.000564575,-1.09942627
36:19.1,-0.164382935,-0.011154175,-1.04460144
36:19.1,-0.125061035,-0.008651733,-1.021347046
36:19.1,-0.085678101,-0.000335693,-0.999282837
36:19.2,-0.07321167,-0.005310059,-0.967590332
36:19.2,-0.132965088,-0.083282471,-0.886505127
36:19.2,-0.150970459,-0.112564087,-0.835281372
36:19.2,-0.143188477,-0.112792969,-0.807815552
36:19.2,-0.137527466,-0.100708008,-0.803085327
36:19.2,-0.12059021,-0.123962402,-0.817428589
36:19.3,-0.138412476,-0.107788086,-0.832519531
36:19.3,-0.153091431,-0.113845825,-0.837905884
36:19.3,-0.196884155,-0.102325439,-0.852050781
36:19.3,-0.225021362,-0.091781616,-0.88269043
36:19.3,-0.159790039,-0.077026367,-0.924667358
36:19.3,-0.159790039,-0.077026367,-0.924667358
36:19.4,-0.125289917,-0.078948975,-0.921218872
36:19.4,-0.103164673,-0.096008301,-0.921615601
36:19.4,-0.103164673,-0.096008301,-0.921615601
36:19.4,-0.101455688,-0.110366821,-0.972259521
36:19.4,-0.099304199,-0.13722229,-1.016540527
36:19.4,-0.115997314,-0.160522461,-0.991104126
36:19.5,-0.127365112,-0.216934204,-0.908279419
36:19.5,-0.127365112,-0.216934204,-0.908279419
36:19.5,-0.129440308,-0.233825684,-0.934265137
36:19.5,-0.1353302,-0.234802246,-0.993988037
36:19.5,-0.139221191,-0.223434448,-1.06022644
36:19.5,-0.129333496,-0.210342407,-1.090866089
36:19.6,-0.137207031,-0.172470093,-1.089447021
36:19.6,-0.137207031,-0.172470093,-1.089447021
36:19.6,-0.116088867,-0.151443481,-1.147232056
36:19.6,-0.150558472,-0.098678589,-1.222930908
36:19.6,-0.150558472,-0.098678589,-1.222930908
36:19.6,-0.196792603,0.071792603,-1.315078735
36:19.7,-0.156143188,0.11088562,-1.268112183
36:19.7,-0.156143188,0.11088562,-1.268112183
36:19.7,-0.116531372,0.111602783,-1.163696289
36:19.7,-0.125930786,0.057723999,-1.030136108
36:19.7,-0.125930786,0.057723999,-1.030136108
36:19.7,-0.134399414,0.057937622,-1.09286499
36:19.8,-0.118865967,0.065795898,-1.095748901
36:19.8,-0.101654053,0.064117432,-1.056167603
36:19.8,-0.109817505,0.049789429,-0.97467041
36:19.8,-0.115142822,0.022506714,-0.911117554
36:19.8,-0.10697937,-0.015228271,-0.869491577
36:19.8,-0.10697937,-0.015228271,-0.869491577
36:19.9,-0.086959839,-0.021347046,-0.900283813
36:19.9,-0.073898315,0.00112915,-0.938278198
36:19.9,-0.073898315,0.00112915,-0.938278198
36:19.9,-0.067474365,0.033157349,-0.97769165
36:19.9,-0.067474365,0.033157349,-0.97769165
36:20.0,-0.079925537,0.009292603,-1.000808716
36:20.0,-0.065124512,0.008163452,-1.014328003
36:20.0,-0.059036255,0.018005371,-1.029388428
36:20.0,-0.057189941,0.016387939,-1.026733398
36:20.0,-0.052459717,0.001663208,-1.007217407
36:20.0,-0.046295166,-0.016921997,-0.9793396
36:20.0,-0.05090332,-0.035568237,-0.956008911
36:20.1,-0.107345581,-0.061172485,-0.94380188
36:20.1,-0.148269653,-0.052597046,-0.889556885
36:20.1,-0.148269653,-0.052597046,-0.889556885
36:20.1,-0.027587891,-0.111404419,-0.991104126
36:20.1,-0.045074463,-0.05317688,-1.099273682
36:20.2,-0.045074463,-0.021499634,-1.149581909
36:20.2,-0.045074463,-0.021499634,-1.149581909
