SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ
0,41:11.7,0:32,60,0,41:11.8,1540932072,0.107046559,-0.203410646,0.300635467,0.008056641,-0.105102539,-1.079818726,43.97584534,14.77568054,-69.10618591
0,41:11.7,0:32,60,0,41:11.8,1540932072,0.155538994,-0.003457049,0.220555811,-0.042785645,-0.083221436,-1.020736694,44.03196716,14.45365906,-69.19317627
0,41:11.7,0:32,60,0,41:11.8,1540932072,0.183611375,-0.187034602,0.078968852,-0.05947876,-0.102035522,-1.058837891,43.83924866,14.8807373,-68.9535675
0,41:11.7,0:32,60,0,41:11.8,1540932072,0.101198257,-0.239707135,-0.075280373,-0.069503784,-0.112289429,-0.983032227,43.83924866,14.8807373,-68.9535675
0,41:11.7,0:32,60,0,41:11.8,1540932072,0.024557008,-0.228821464,-0.179122084,-0.08605957,-0.134750366,-0.951705933,43.51213074,14.71264648,-68.8215332
0,41:11.7,0:32,60,0,41:11.8,1540932072,-0.045834867,-0.211754596,-0.220847693,-0.08001709,-0.156295776,-0.932754517,43.55392456,14.78034973,-69.51925659
0,41:11.7,0:32,60,0,41:11.9,1540932072,-0.139116345,-0.153525378,-0.222895132,-0.073165894,-0.191268921,-0.908706665,43.50318909,14.40249634,-69.3019104
0,41:11.7,0:32,60,0,41:11.9,1540932072,-0.222027474,0.016736103,-0.135925345,-0.06489563,-0.217102051,-0.883071899,43.49664307,14.79299927,-68.97547913
0,41:11.7,0:32,60,0,41:11.9,1540932072,-0.294093944,0.234205843,0.020706077,-0.056777954,-0.223358154,-0.881729126,43.5783844,15.01014709,-68.8848877
0,41:11.7,0:32,60,0,41:11.9,1540932072,-0.259022243,0.398897057,0.135482994,-0.052642822,-0.185302734,-0.925552368,43.5783844,15.01014709,-68.8848877
0,41:11.7,0:32,60,0,41:11.9,1540932072,0.073867034,0.572239815,0.076719279,-0.089874268,-0.106277466,-0.998947144,43.99638367,15.00508118,-68.94039917
0,41:11.7,0:32,60,0,41:11.9,1540932072,0.073867034,0.572239815,0.076719279,-0.089874268,-0.106277466,-0.998947144,44.18695068,15.27819824,-68.91986084
0,41:11.7,0:32,60,0,41:12.0,1540932072,0.203435946,0.644961157,-0.0270958,-0.107681274,-0.120452881,-1.00302124,44.63088989,14.80267334,-68.67926025
0,41:11.7,0:32,60,0,41:12.0,1540932072,0.081859979,0.788572918,-0.215361049,-0.094116211,-0.181625366,-0.956390381,44.88212585,14.75421143,-68.19902039
0,41:11.7,0:32,60,0,41:12.0,1540932072,0.081859979,0.788572918,-0.215361049,-0.094116211,-0.181625366,-0.956390381,45.42315674,14.72468567,-68.326828
0,41:11.7,0:32,60,0,41:12.0,1540932072,-0.081660775,0.901346871,-0.164852068,-0.047485352,-0.232070923,-0.961029053,46.11166382,14.9004364,-67.89251709
0,41:11.7,0:32,60,0,41:12.0,1540932072,-0.348573166,0.903617482,-0.091966409,-0.00994873,-0.214645386,-1.037597656,46.11166382,14.9004364,-67.89251709
0,41:11.7,0:32,60,0,41:12.0,1540932072,-0.348573166,0.903617482,-0.091966409,-0.00994873,-0.214645386,-1.037597656,46.55151367,15.12490845,-67.62605286
0,41:11.7,0:32,60,0,41:12.1,1540932072,-0.420160001,0.556544741,-0.221951574,0.014129639,-0.153533936,-1.076721191,46.87995911,15.29312134,-67.60192871
0,41:11.7,0:32,60,0,41:12.1,1540932072,-0.384916526,0.3650829,-0.302510865,0.019744873,-0.156433105,-1.08430481,47.16969299,15.70318604,-67.10253906
0,41:11.7,0:32,60,0,41:12.1,1540932072,-0.384916526,0.3650829,-0.302510865,0.019744873,-0.156433105,-1.08430481,47.33969116,15.74691772,-67.24777222
0,41:11.7,0:32,60,0,41:12.1,1540932072,-0.128379012,0.386600176,-0.348593139,0.009185791,-0.143920898,-1.071258545,47.40658569,16.04446411,-67.23306274
0,41:11.7,0:32,60,0,41:12.1,1540932072,0.037686126,0.444426192,-0.331428001,0.009185791,-0.143920898,-1.071258545,47.40658569,16.04446411,-67.23306274
0,41:11.7,0:32,60,0,41:12.1,1540932072,0.037686126,0.444426192,-0.331428001,0.017288208,-0.145446777,-1.069396973,47.55081177,16.24945068,-67.06147766
0,41:11.7,0:32,60,0,41:12.2,1540932072,0.132760445,0.231715255,-0.380972917,0.064102173,-0.171157837,-1.073242188,47.58050537,16.08859253,-66.90974426
0,41:11.7,0:32,60,0,41:12.2,1540932072,0.02612055,-0.11335905,-0.385656352,0.099868774,-0.187484741,-1.05581665,47.67074585,15.91539001,-66.91130066
0,41:11.7,0:32,60,0,41:12.2,1540932072,-0.13809955,-0.520691136,-0.371127211,0.12097168,-0.196075439,-1.037506104,47.45878601,16.11322021,-66.68127441
0,41:11.7,0:32,60,0,41:12.2,1540932072,-0.204846623,-0.762519479,-0.324291528,0.107940674,-0.189987183,-1.041595459,46.99429321,16.35934448,-67.08766174
0,41:11.7,0:32,60,0,41:12.2,1540932072,-0.123837257,-0.86435796,-0.20664186,0.094070435,-0.191207886,-1.059326172,46.58198547,16.67422485,-66.94226074
0,41:11.7,0:32,60,0,41:12.2,1540932072,-0.002688727,-0.734125655,-0.06622749,0.066421509,-0.210464478,-1.029693604,46.58198547,16.67422485,-66.94226074
0,41:11.7,0:32,60,0,41:12.3,1540932072,0.073465696,-0.564579232,0.08816741,0.047103882,-0.224822998,-0.986206055,46.32765198,16.4131012,-67.19996643
0,41:11.7,0:32,60,0,41:12.3,1540932072,0.073465696,-0.564579232,0.08816741,0.047103882,-0.224822998,-0.986206055,46.12159729,16.22033691,-67.37449646
0,41:11.7,0:32,60,0,41:12.3,1540932072,0.017248229,-0.227318642,0.273856051,-0.008377075,-0.240905762,-0.931304932,46.04751587,16.31323242,-67.14086914
0,41:11.7,0:32,60,0,41:12.3,1540932072,-0.02784548,-0.102316519,0.227974046,-0.034179688,-0.212387085,-0.958114624,45.99008179,16.63513184,-67.21006775
0,41:11.7,0:32,60,0,41:12.3,1540932072,-0.038258706,-0.113677297,0.11873464,-0.038955688,-0.194259644,-1.018585205,46.09889221,16.69114685,-67.28012085
0,41:11.7,0:32,60,0,41:12.3,1540932072,-0.056089368,-0.233222071,0.03292253,-0.015991211,-0.193786621,-1.061645508,46.09889221,16.69114685,-67.28012085
0,41:11.7,0:32,60,0,41:12.4,1540932072,-0.077924892,-0.321520243,-0.013228187,-0.000976563,-0.198318481,-1.062576294,46.05976868,16.23254395,-67.37739563
0,41:11.7,0:32,60,0,41:12.4,1540932072,-0.086672045,-0.35494904,-0.017550764,0.005752563,-0.205459595,-1.06098938,45.7691803,16.52281189,-67.46044922
0,41:11.7,0:32,60,0,41:12.4,1540932072,-0.045630069,-0.359733675,-0.001503621,0.009902954,-0.204055786,-1.072036743,45.70928955,16.53521729,-67.22906494
0,41:11.7,0:32,60,0,41:12.4,1540932072,0.013878265,-0.302069313,0.041387654,0.013473511,-0.203674316,-1.06489563,45.58302307,16.55938721,-67.54727173
0,41:11.7,0:32,60,0,41:12.4,1540932072,0.031533159,-0.203034874,0.11753675,0.020202637,-0.210510254,-1.041290283,45.55397034,16.72029114,-67.6209259
0,41:11.7,0:32,60,0,41:12.4,1540932072,0.010875285,-0.138287036,0.204361395,0.020004272,-0.219558716,-1.034820557,45.55397034,16.72029114,-67.6209259
0,41:11.7,0:32,60,0,41:12.5,1540932072,-0.013523266,-0.138318462,0.270760659,0.015289307,-0.212127686,-1.053863525,45.52377319,16.57183838,-67.23779297
0,41:11.7,0:32,60,0,41:12.5,1540932072,-0.067202207,-0.125944084,0.280426602,-0.000106812,-0.192626953,-1.058578491,45.78337097,16.44232178,-67.462677
0,41:11.7,0:32,60,0,41:12.5,1540932072,-0.130379845,-0.123063076,0.25260296,-0.00932312,-0.167663574,-1.06690979,45.79885864,16.36193848,-67.30870056
0,41:11.7,0:32,60,0,41:12.5,1540932073,-0.181352748,-0.174251163,0.192583831,-0.015258789,-0.141967773,-1.096847534,45.96951294,16.40576172,-67.37585449
0,41:11.7,0:32,60,0,41:12.5,1540932073,-0.159862636,-0.257475746,0.126082568,-0.022994995,-0.122940063,-1.122695923,45.72724915,16.76434326,-67.37568665
0,41:11.7,0:32,60,0,41:12.5,1540932073,-0.116018749,-0.33521981,-0.012165054,-0.055496216,-0.113586426,-1.125823975,45.72724915,16.76434326,-67.37568665
0,41:11.7,0:32,60,0,41:12.6,1540932073,-0.071435035,-0.339361558,-0.165314127,-0.075302124,-0.113143921,-1.095108032,45.72854614,16.76446533,-67.21948242
0,41:11.7,0:32,60,0,41:12.6,1540932073,-0.047852744,-0.321888025,-0.263817531,-0.063064575,-0.116104126,-1.060745239,45.6035614,16.78877258,-67.38150024
0,41:11.7,0:32,60,0,41:12.6,1540932073,-0.012827648,-0.313305722,-0.330208806,-0.048339844,-0.107391357,-1.034805298,45.35623169,16.83761597,-67.3931427
0,41:11.7,0:32,60,0,41:12.6,1540932073,0.100645651,-0.260065936,-0.392280433,-0.044525146,-0.094055176,-1.017288208,45.21459961,16.63290405,-67.25233459
0,41:11.7,0:32,60,0,41:12.6,1540932073,0.269500184,-0.143645583,-0.428586775,-0.038284302,-0.083633423,-0.993713379,45.18490601,16.79376221,-67.40409851
0,41:11.7,0:32,60,0,41:12.6,1540932073,0.420855885,0.02579165,-0.427343345,-0.027282715,-0.088088989,-0.959533691,45.15081787,16.64492798,-67.48954773
