Timestamp,GyroX,GyroY,GyroZ
36:16.2,-0.003985687,-0.415198266,-1.918424603
36:16.2,-0.07286249,-0.445980946,-1.899170481
36:16.2,-0.123910228,-0.372104324,-1.858374315
36:16.2,-0.136512572,-0.256264007,-1.855015803
36:16.2,-0.121736289,-0.141810931,-1.840956975
36:16.2,-0.087537839,-0.088165812,-1.814127491
36:16.3,0.083612073,-0.043479301,-1.76913738
36:16.3,0.251664462,0.015173627,-1.693074303
36:16.3,0.231635094,0.029191175,-1.634154793
36:16.3,0.051101534,0.01986372,-1.573083716
36:16.3,-0.118827851,0.014795191,-1.520576832
36:16.3,-0.147899184,-0.046598927,-1.515291256
36:16.4,-0.068237111,-0.087533045,-1.477880767
36:16.4,-0.015399995,-0.059123774,-1.406110706
36:16.4,-0.07205422,-0.016619989,-1.350359825
36:16.4,-0.217696375,-0.104530937,-1.196229111
36:16.4,-0.217696375,-0.104530937,-1.196229111
36:16.4,-0.127788323,-0.262788486,-1.056163083
36:16.5,-0.087818802,-0.156217035,-1.024986255
36:16.5,-0.055667257,0.016377642,-0.986230071
36:16.5,-0.044491035,0.100318881,-0.906885447
36:16.5,-0.014439127,0.065076205,-0.821267215
36:16.5,0.039466449,-0.020003802,-0.772125501
36:16.5,0.094583764,-0.093120623,-0.742244834
36:16.6,0.098211522,-0.154802896,-0.743392656
36:16.6,0.072819346,-0.172788022,-0.783030613
36:16.6,0.042105109,-0.19081203,-0.80017924
36:16.6,0.025837723,-0.231859865,-0.774525276
36:16.6,0.034473022,-0.21989082,-0.813063613
36:16.6,-0.086293077,-0.079912942,-0.906026844
36:16.7,-0.086293077,-0.079912942,-0.906026844
36:16.7,-0.513885428,0.186060684,-0.935579943
36:16.7,-0.466362916,0.001255414,-0.816953693
36:16.7,-0.466362916,0.001255414,-0.816953693
36:16.7,0.061839932,-0.095038099,-0.725105528
36:16.7,0.090059053,-0.006698383,-0.704656978
36:16.8,0.090059053,-0.006698383,-0.704656978
36:16.8,-0.187654853,-0.013289706,-0.553606742
36:16.8,-0.187654853,-0.013289706,-0.553606742
36:16.8,-0.122702218,-0.218279607,-0.297939283
36:16.8,-0.004189951,-0.259873656,-0.188791223
36:16.8,-0.004189951,-0.259873656,-0.188791223
36:16.9,0.114062923,-0.237324671,-0.160949472
36:16.9,0.098217647,-0.129037345,-0.154386911
36:16.9,0.098217647,-0.129037345,-0.154386911
36:16.9,0.024356472,0.120902187,0.001214135
36:16.9,0.034610442,-0.001722266,0.077091589
36:16.9,0.12212298,-0.220000009,0.085368161
36:17.0,0.226822495,-0.30417321,0.056325857
36:17.0,0.200445749,-0.205330785,0.015761386
36:17.0,0.010138388,-0.042280079,-5.46E-05
36:17.0,-0.220911609,0.060420201,0.026899259
36:17.0,-0.399475229,0.138817006,0.054881358
36:17.0,-0.399475229,0.138817006,0.054881358
36:17.1,-0.408030634,0.143998718,0.131991856
36:17.1,-0.042853191,-0.128126811,0.22687496
36:17.1,0.31275285,-0.407748871,0.326034567
36:17.1,0.372272902,-0.450811387,0.403069165
36:17.1,0.188513456,-0.344589876,0.51782664
36:17.1,0.063554742,-0.155627411,0.627317715
36:17.2,0.06608075,0.009624664,0.679993177
36:17.2,0.11472392,0.137800743,0.697273364
36:17.2,0.091748829,0.163928484,0.710161466
36:17.2,-0.005494101,0.014779479,0.644678329
36:17.2,-0.06269454,-0.27487471,0.456933995
36:17.2,-0.025045166,-0.469017555,0.229662757
36:17.3,-0.035962262,-0.435804741,0.064793644
36:17.3,-0.029617014,-0.10594907,0.058773835
36:17.3,0.178231523,0.378218942,0.199603924
36:17.3,0.440205881,0.689707323,0.386255031
36:17.3,0.542138105,0.428159604,0.361278042
36:17.3,0.542138105,0.428159604,0.361278042
36:17.4,0.451535501,0.079076177,0.238791008
36:17.4,0.236021586,-0.336671232,0.046645799
36:17.4,0.236021586,-0.336671232,0.046645799
36:17.4,0.178810761,-0.259255004,0.028550418
36:17.4,0.031781366,0.012721388,-0.011771438
36:17.4,0.031781366,0.012721388,-0.011771438
36:17.5,-0.156344068,0.058125621,-0.095197356
36:17.5,-0.156344068,0.058125621,-0.095197356
36:17.5,-0.149141815,0.027972779,-0.145566787
36:17.5,0.019645873,-0.037023265,0.014941665
36:17.5,0.019645873,-0.037023265,0.014941665
36:17.5,0.08178328,-0.127860228,0.131538586
36:17.6,0.19759084,-0.230024148,0.247037752
36:17.6,0.236699893,-0.220656478,0.244898169
36:17.6,0.236699893,-0.220656478,0.244898169
36:17.6,0.123001823,-0.069611302,0.34256028
36:17.6,0.123001823,-0.069611302,0.34256028
36:17.6,0.218340061,-0.158781393,0.233199435
36:17.7,0.342461211,-0.226402781,0.075669461
36:17.7,0.342461211,-0.226402781,0.075669461
36:17.7,0.068352693,-0.045625276,-0.114654944
36:17.7,-0.123443908,-0.052120193,-0.19386055
36:17.7,-0.128932949,-0.092851644,-0.273153242
36:17.7,0.018041318,-0.050989415,-0.275278711
36:17.8,0.15920883,0.051387291,-0.24948573
36:17.8,0.109795208,0.079752087,-0.19161231
36:17.8,-0.034601653,-0.021649103,-0.183135734
36:17.8,-0.139231393,-0.188810398,-0.324670496
36:17.8,-0.191702325,-0.43400977,-0.550912156
36:17.9,0.019424032,-0.409000291,-0.549861272
36:17.9,0.169452679,-0.01940752,-0.421984266
36:17.9,0.185284639,0.329487622,-0.343384795
36:17.9,0.105531487,0.367070684,-0.354027852
36:17.9,0.047772849,0.158037039,-0.415310917
36:17.9,0.036729519,-0.134604684,-0.507763353
36:18.0,0.055466988,-0.272106088,-0.518646095
36:18.0,0.082124431,-0.22505389,-0.447917596
36:18.0,0.122849757,-0.03315822,-0.387722433
36:18.0,0.158384848,0.155743791,-0.377860214
36:18.0,0.156948871,0.222868766,-0.390627409
36:18.0,0.135158088,0.152721902,-0.37785835
36:18.1,0.125984031,-0.023672306,-0.333097537
36:18.1,0.178858964,-0.215826037,-0.283016792
36:18.1,0.243001199,-0.34301142,-0.277834813
36:18.1,0.285607782,-0.425322805,-0.352906928
36:18.1,0.312647389,-0.263023909,-0.431957006
36:18.1,0.203778695,-0.071598553,-0.435978113
36:18.2,0.006952715,0.077350981,-0.426109237
36:18.2,-0.156781359,0.154665211,-0.43347048
36:18.2,-0.242295195,0.143592586,-0.434534413
36:18.2,-0.270009381,0.11568106,-0.420640968
36:18.2,-0.267984579,0.125079089,-0.341386093
36:18.2,-0.177784379,0.20923205,-0.234217827
36:18.3,-0.177784379,0.20923205,-0.234217827
36:18.3,-0.184206592,0.101995874,-0.179734611
36:18.3,-0.23823707,-0.243776179,-0.136242794
36:18.3,-0.23823707,-0.243776179,-0.136242794
36:18.3,-0.198618554,-0.281098251,-0.094534762
36:18.3,0.286530567,0.151763431,0.30959727
36:18.4,0.286530567,0.151763431,0.30959727
36:18.4,0.248770138,0.021141771,0.607144802
36:18.4,-0.027976774,-0.490658136,0.509131686
36:18.4,-0.027976774,-0.490658136,0.509131686
36:18.4,-0.158111608,-1.208687645,-0.030366162
36:18.4,0.070543143,-0.886562332,0.01066889
36:18.5,0.070543143,-0.886562332,0.01066889
36:18.5,0.51967807,0.12024705,0.598634937
36:18.5,0.51967807,0.12024705,0.598634937
36:18.5,0.531519816,0.284036783,0.724124952
36:18.5,0.385892841,0.130244024,0.583687413
36:18.5,0.137549075,-0.202771754,0.338109073
36:18.6,-0.046999467,-0.48441835,0.076515814
36:18.6,-0.080716951,-0.512758378,-0.058439608
36:18.6,-0.012142417,-0.294837233,-0.081746262
36:18.6,0.059123241,0.00063836,-0.031068437
36:18.6,0.048542769,0.231934433,0.036683712
36:18.6,-0.022932214,0.26171683,0.063509201
36:18.7,-0.076442044,0.166202824,0.004506868
36:18.7,-0.076442044,0.166202824,0.004506868
36:18.7,-0.071024642,-0.05421903,-0.065372349
36:18.7,-0.039614788,-0.064482054,-0.008636898
36:18.7,-0.044465469,-0.023287213,-0.020364394
36:18.7,-0.118721591,0.02740233,-0.075968801
36:18.8,-0.206564362,0.088003892,-0.143337189
36:18.8,-0.245263554,0.111256218,-0.185062798
36:18.8,-0.243388156,0.087434242,-0.182950911
36:18.8,-0.221497771,0.071893099,-0.135857435
36:18.8,-0.209434983,0.133201997,-0.079029039
36:18.8,-0.219957665,0.145033622,-0.037248303
36:18.9,-0.213555159,0.037982802,-0.059869992
36:18.9,-0.196075768,-0.131762025,-0.118980983
36:18.9,-0.107683321,-0.145675444,-0.097602191
36:18.9,0.040170323,-0.104134392,-0.02155536
36:18.9,0.237982472,-0.018765432,0.064171263
36:19.0,0.325374103,-0.031510522,0.066276226
36:19.0,0.325374103,-0.031510522,0.066276226
36:19.0,0.247189552,-0.066131883,-0.01406229
36:19.0,-0.187293195,-0.379494064,-0.399854463
36:19.0,-0.187293195,-0.379494064,-0.399854463
36:19.0,-0.10055537,-0.274823577,-0.54645429
36:19.0,0.0097746,0.034192325,-0.459359868
36:19.1,0.0097746,0.034192325,-0.459359868
36:19.1,-0.104581004,0.452294235,-0.33459663
36:19.1,-0.070528761,0.499301159,-0.270295138
36:19.1,-0.070528761,0.499301159,-0.270295138
36:19.1,0.198350107,0.242351388,0.047369114
36:19.2,0.314433837,0.066506856,0.194903178
36:19.2,0.356730961,-0.168128555,0.074667047
36:19.2,0.356730961,-0.168128555,0.074667047
36:19.2,0.183657181,-0.095772865,-0.022650451
36:19.2,0.074854534,-0.002851713,-0.007517571
36:19.2,0.074854534,-0.002851713,-0.007517571
36:19.3,-0.179038994,0.015895077,-0.028850557
36:19.3,-0.281197853,0.023455259,-0.051304733
36:19.3,-0.314753683,0.132293859,-0.140043924
36:19.3,-0.290522645,0.229586058,-0.184905938
36:19.3,-0.235402668,0.266789086,-0.153818326
36:19.3,-0.235402668,0.266789086,-0.153818326
36:19.4,-0.166934394,0.201413009,0.072036377
36:19.4,-0.175271153,0.126433573,0.17903207
36:19.4,-0.122854551,0.007636614,0.278463053
36:19.4,0.050706321,-0.128457309,0.355355438
36:19.4,0.235364318,-0.215831097,0.393754226
36:19.4,0.296977349,-0.150752761,0.470921716
36:19.5,0.224313265,-0.01832601,0.527858235
36:19.5,0.101526891,0.049783802,0.560097665
36:19.5,0.012782108,0.027990356,0.542958359
36:19.5,0.012782108,0.027990356,0.542958359
36:19.5,0.035925777,0.015981896,0.515095569
36:19.5,0.253177137,0.134942639,0.538748966
36:19.6,0.245148239,0.181456079,0.557012925
36:19.6,0.12701281,0.181439833,0.574175134
36:19.6,0.009610549,0.145761997,0.581655421
36:19.6,-0.183979957,-0.1602701,0.489230415
36:19.6,-0.330124117,-0.484827944,0.317527365
36:19.6,-0.238920704,-0.459243488,0.192246142
36:19.7,0.025847044,-0.118918931,0.193673064
36:19.7,0.181847563,0.128840005,0.34279091
36:19.7,0.092798647,0.210442723,0.436077981
36:19.7,-0.100257629,0.191899399,0.397550562
36:19.7,-0.100257629,0.191899399,0.397550562
36:19.7,-0.151900051,0.033216543,0.172486286
36:19.8,-0.011473431,-0.07809134,0.081291927
36:19.8,0.125951807,-0.045811963,0.064164872
36:19.8,0.20691004,0.158753962,0.105090467
36:19.8,0.09641522,0.393579256,0.071139158
36:19.8,0.09641522,0.393579256,0.071139158
36:19.8,-0.00061519,0.256501561,-0.038234471
36:19.9,-0.075586104,-0.013573067,-0.210958311
36:19.9,-0.075586104,-0.013573067,-0.210958311
36:19.9,-0.064803764,0.011200457,-0.210930348
36:19.9,0.079120918,0.076681729,-0.161624583
36:19.9,0.079120918,0.076681729,-0.161624583
36:20.0,0.087151414,0.019540678,-0.227019569
36:20.0,-0.053872287,-0.066634687,-0.247438292
36:20.0,-0.053872287,-0.066634687,-0.247438292
36:20.0,-0.072949841,0.164631559,-0.151841727
36:20.0,-0.050414705,0.217208484,-0.100380933
36:20.0,-0.042642269,0.157482569,-0.059763732
36:20.0,-0.042642269,0.157482569,-0.059763732
36:20.1,-0.07505294,0.184859599,-0.066147329
36:20.1,0.359003436,0.75906962,-0.264723805
36:20.1,0.359003436,0.75906962,-0.264723805
36:20.1,0.116801984,0.433107758,-0.395712715
36:20.1,-0.566925477,-0.412115124,-0.527235855
36:20.2,-0.325008185,-0.346621335,-0.445827814
36:20.2,-0.325008185,-0.346621335,-0.445827814
